medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED00979,Atenolol,Atenolol-Forte-ALK,Antihypertensive (Beta-blocker),Tablet,1000,High blood pressure and arrhythmia,Alkem Labs,1919.6,True
MED00980,Atorvastatin,Atorvastatin-GLE,Statin,Cream,N/A,Cholesterol management,Glenmark,2258.8,True
MED00981,Omeprazole,Omeprazole-Plus-SUN,Proton Pump Inhibitor,Cream,N/A,Acid reflux and ulcers,Sun Pharma,2473.08,True
MED00982,Ranitidine,Ranitidine-CIP,H2 Blocker,Cream,N/A,Acid reflux,Cipla,1676.76,False
MED00983,Cetirizine,Cetirizine-DR.,Antihistamine,Tablet,5,Allergy relief,Dr. Reddy's,326.56,False
MED00984,Loratadine,Loratadine XR-LUP,Antihistamine,Ointment,N/A,Allergy relief,Lupin,2187.05,True
MED00985,Salbutamol,Salbutamol DS-AUR,Bronchodilator,Injection,125,Asthma and COPD,Aurobindo Pharma,2343.52,True
MED00986,Levothyroxine,Levothyroxine-ZYD,Thyroid Hormone,Inhaler,N/A,Hypothyroidism,Zydus Cadila,1028.56,False
MED00987,Carbimazole,Carbimazole-Forte-MAN,Antithyroid,Injection,100,Hyperthyroidism,Mankind Pharma,1354.95,True
MED00988,Prednisolone,Prednisolone-Plus-TOR,Corticosteroid,Syrup,5,Inflammation and autoimmune conditions,Torrent Pharma,362.42,True
MED00989,Metronidazole,Metronidazole-Plus-ALK,Antibiotic/Antiprotozoal,Ointment,N/A,Anaerobic and parasitic infections,Alkem Labs,841.48,False
MED00990,Doxycycline,Doxycycline-GLE,Antibiotic (Tetracycline),Syrup,650,Bacterial infections,Glenmark,307.9,True
MED00991,Fluconazole,Fluconazole-SUN,Antifungal,Powder,500,Fungal infections,Sun Pharma,2251.46,True
MED00992,Acyclovir,Acyclovir DS-CIP,Antiviral,Powder,1000,Herpes virus infections,Cipla,453.31,True
MED00993,Oseltamivir,Oseltamivir-Forte-DR.,Antiviral,Capsule,500,Influenza,Dr. Reddy's,947.19,True
MED00994,Artemether-Lumefantrine,Artemether-Lumefantrine-LUP,Antimalarial,Inhaler,N/A,Malaria treatment,Lupin,732.58,False
MED00995,Chloroquine,Chloroquine-AUR,Antimalarial,Inhaler,N/A,Malaria prevention and treatment,Aurobindo Pharma,783.67,True
MED00996,Ondansetron,Ondansetron-ZYD,Antiemetic,Eye Drops,N/A,Nausea and vomiting,Zydus Cadila,1711.86,False
MED00997,Domperidone,Domperidone XR-MAN,Antiemetic/Prokinetic,Tablet,50,Nausea and GI motility,Mankind Pharma,825.04,True
MED00998,Loperamide,Loperamide-TOR,Antidiarrheal,Powder,1000,Diarrhea,Torrent Pharma,577.27,True
MED00999,Oral Rehydration Salts,Oral-ALK,Electrolyte Replacement,Eye Drops,N/A,Dehydration,Alkem Labs,986.91,False
MED01000,Diazepam,Diazepam-GLE,Benzodiazepine,Capsule,25,Anxiety and seizures,Glenmark,2270.03,True
MED01001,Sertraline,Sertraline-Plus-SUN,SSRI Antidepressant,Eye Drops,N/A,Depression and anxiety,Sun Pharma,1710.26,True
MED01002,Fluoxetine,Fluoxetine-Forte-CIP,SSRI Antidepressant,Powder,50,Depression,Cipla,283.02,True
MED01003,Escitalopram,Escitalopram-DR.,SSRI Antidepressant,Eye Drops,N/A,Anxiety and depression,Dr. Reddy's,2314.54,True
MED01004,Risperidone,Risperidone-Forte-LUP,Antipsychotic,Ointment,N/A,Schizophrenia and bipolar disorder,Lupin,129.07,True
MED01005,Sodium Valproate,Sodium DS-AUR,Anticonvulsant,Eye Drops,N/A,Epilepsy and bipolar disorder,Aurobindo Pharma,1557.59,True
MED01006,Levetiracetam,Levetiracetam-Forte-ZYD,Anticonvulsant,Ointment,N/A,Epilepsy,Zydus Cadila,1182.52,True
MED01007,Gabapentin,Gabapentin XR-MAN,Anticonvulsant/Analgesic,Tablet,1000,Nerve pain and seizures,Mankind Pharma,1916.39,True
MED01008,Warfarin,Warfarin-Forte-TOR,Anticoagulant,Powder,25,Blood clot prevention,Torrent Pharma,990.91,True
MED01009,Clopidogrel,Clopidogrel-ALK,Antiplatelet,Powder,100,Stroke and heart attack prevention,Alkem Labs,483.47,True
MED01010,Furosemide,Furosemide XR-GLE,Diuretic,Syrup,650,Fluid retention and heart failure,Glenmark,1177.8,True
MED01011,Hydrochlorothiazide,Hydrochlorothiazide XR-SUN,Diuretic,Powder,1000,High blood pressure,Sun Pharma,1785.38,True
MED01012,Spironolactone,Spironolactone DS-CIP,Diuretic,Inhaler,N/A,Heart failure and fluid retention,Cipla,12.03,True
MED01013,Diclofenac,Diclofenac-Plus-DR.,NSAID,Ointment,N/A,Pain and inflammation,Dr. Reddy's,2223.32,True
MED01014,Tramadol,Tramadol-LUP,Opioid Analgesic,Eye Drops,N/A,Moderate to severe pain,Lupin,947.23,True
MED01015,Morphine,Morphine-Plus-AUR,Opioid Analgesic,Ointment,N/A,Severe pain,Aurobindo Pharma,2252.37,True
MED01016,Methotrexate,Methotrexate DS-ZYD,Antimetabolite/DMARD,Tablet,250,Rheumatoid arthritis and cancer,Zydus Cadila,914.96,True
MED01017,Hydroxychloroquine,Hydroxychloroquine DS-MAN,Antimalarial/DMARD,Syrup,50,Lupus and rheumatoid arthritis,Mankind Pharma,16.25,True
MED01018,Allopurinol,Allopurinol XR-TOR,Antigout,Ointment,N/A,Gout management,Torrent Pharma,2396.89,True
MED01019,Calcium Carbonate,Calcium-Plus-ALK,Mineral Supplement,Syrup,250,Calcium deficiency,Alkem Labs,2203.01,True
MED01020,Ferrous Sulfate,Ferrous XR-GLE,Iron Supplement,Injection,650,Iron deficiency anemia,Glenmark,1483.06,False
MED01021,Folic Acid,Folic-Forte-SUN,Vitamin Supplement,Cream,N/A,Anemia and pregnancy,Sun Pharma,1008.64,True
MED01022,Vitamin D3,Vitamin XR-CIP,Vitamin Supplement,Ointment,N/A,Vitamin D deficiency,Cipla,2499.35,True
MED01023,Vitamin B12,Vitamin-DR.,Vitamin Supplement,Tablet,250,B12 deficiency,Dr. Reddy's,2403.33,True
MED01024,Multivitamin,Multivitamin XR-LUP,Vitamin Supplement,Powder,125,General nutritional support,Lupin,2198.87,True
MED01025,Clotrimazole,Clotrimazole DS-AUR,Antifungal (Topical),Tablet,650,Skin fungal infections,Aurobindo Pharma,788.71,True
MED01026,Hydrocortisone Cream,Hydrocortisone-ZYD,Corticosteroid (Topical),Eye Drops,N/A,Skin inflammation,Zydus Cadila,1299.22,False
MED01027,Benzoyl Peroxide,Benzoyl-Forte-MAN,Topical Antiacne,Syrup,500,Acne treatment,Mankind Pharma,2374.74,True
MED01028,Salicylic Acid,Salicylic-Forte-TOR,Keratolytic,Syrup,100,Acne and skin conditions,Torrent Pharma,2291.76,True
MED01029,Latanoprost,Latanoprost XR-ALK,Antiglaucoma,Cream,N/A,Glaucoma,Alkem Labs,1826.68,False
MED01030,Timolol Eye Drops,Timolol-Plus-GLE,Antiglaucoma,Ointment,N/A,Glaucoma,Glenmark,939.1,False
MED01031,Artificial Tears,Artificial-SUN,Ocular Lubricant,Inhaler,N/A,Dry eyes,Sun Pharma,1119.34,True
MED01032,Chlorpheniramine,Chlorpheniramine DS-CIP,Antihistamine,Syrup,500,Allergy and cold symptoms,Cipla,995.38,True
MED01033,Dextromethorphan,Dextromethorphan DS-DR.,Antitussive,Eye Drops,N/A,Cough suppression,Dr. Reddy's,1822.92,False
MED01034,Guaifenesin,Guaifenesin XR-LUP,Expectorant,Tablet,650,Chest congestion,Lupin,1571.81,True
MED01035,Pantoprazole,Pantoprazole-AUR,Proton Pump Inhibitor,Ointment,N/A,Acid reflux and ulcers,Aurobindo Pharma,271.14,True
MED01036,Rabeprazole,Rabeprazole-ZYD,Proton Pump Inhibitor,Powder,1000,Acid reflux,Zydus Cadila,2042.7,True
MED01037,Simvastatin,Simvastatin-Plus-MAN,Statin,Powder,100,Cholesterol management,Mankind Pharma,1646.87,True
MED01038,Rosuvastatin,Rosuvastatin XR-TOR,Statin,Ointment,N/A,Cholesterol management,Torrent Pharma,2123.46,True
MED01039,Enalapril,Enalapril-Plus-ALK,Antihypertensive (ACE Inhibitor),Eye Drops,N/A,High blood pressure,Alkem Labs,1436.29,True
MED01040,Ramipril,Ramipril-GLE,Antihypertensive (ACE Inhibitor),Injection,1000,High blood pressure and heart failure,Glenmark,2302.99,True
MED01041,Digoxin,Digoxin XR-SUN,Cardiac Glycoside,Tablet,25,Heart failure and arrhythmia,Sun Pharma,2149.39,True
MED01042,Amiodarone,Amiodarone-CIP,Antiarrhythmic,Tablet,5,Irregular heartbeat,Cipla,1742.27,False
MED01043,Heparin,Heparin XR-DR.,Anticoagulant,Ointment,N/A,Blood clot prevention (acute),Dr. Reddy's,1340.17,True
MED01044,Insulin Regular,Insulin XR-LUP,Antidiabetic (Insulin),Syrup,25,Diabetes mellitus,Lupin,2320.85,True
MED01045,Glimepiride,Glimepiride-Plus-AUR,Antidiabetic (Sulfonylurea),Tablet,10,Type 2 diabetes,Aurobindo Pharma,1644.1,True
MED01046,Pioglitazone,Pioglitazone-ZYD,Antidiabetic (Thiazolidinedione),Tablet,50,Type 2 diabetes,Zydus Cadila,310.46,False
MED01047,Montelukast,Montelukast DS-MAN,Leukotriene Antagonist,Tablet,5,Asthma and allergies,Mankind Pharma,865.4,True
MED01048,Budesonide Inhaler,Budesonide DS-TOR,Corticosteroid (Inhaled),Powder,250,Asthma and COPD,Torrent Pharma,2265.03,False
MED01049,Ipratropium Bromide,Ipratropium-ALK,Bronchodilator (Anticholinergic),Injection,10,COPD,Alkem Labs,224.01,True
MED01050,Isoniazid,Isoniazid-Plus-GLE,Antitubercular,Syrup,5,Tuberculosis,Glenmark,2454.09,True
MED01051,Rifampicin,Rifampicin XR-SUN,Antitubercular,Capsule,25,Tuberculosis,Sun Pharma,2390.79,True
MED01052,Ethambutol,Ethambutol DS-CIP,Antitubercular,Ointment,N/A,Tuberculosis,Cipla,1560.66,True
MED01053,Pyrazinamide,Pyrazinamide-DR.,Antitubercular,Eye Drops,N/A,Tuberculosis,Dr. Reddy's,2087.57,True
MED01054,Zidovudine,Zidovudine XR-LUP,Antiretroviral,Injection,500,HIV management,Lupin,517.76,False
MED01055,Tenofovir,Tenofovir XR-AUR,Antiretroviral,Tablet,1000,HIV and Hepatitis B,Aurobindo Pharma,1903.36,True
MED01056,Lamivudine,Lamivudine XR-ZYD,Antiretroviral,Inhaler,N/A,HIV management,Zydus Cadila,1802.02,False
MED01057,Paracetamol,Paracetamol-MAN,Analgesic/Antipyretic,Powder,650,Fever and pain relief,Mankind Pharma,1831.28,True
MED01058,Ibuprofen,Ibuprofen DS-TOR,NSAID,Cream,N/A,Pain and inflammation relief,Torrent Pharma,497.1,True
MED01059,Aspirin,Aspirin DS-ALK,NSAID/Antiplatelet,Eye Drops,N/A,Pain relief and blood thinning,Alkem Labs,2274.56,True
MED01060,Amoxicillin,Amoxicillin-GLE,Antibiotic (Penicillin),Inhaler,N/A,Bacterial infections,Glenmark,1875.01,True
MED01061,Azithromycin,Azithromycin XR-SUN,Antibiotic (Macrolide),Eye Drops,N/A,Respiratory and skin infections,Sun Pharma,1426.82,True
MED01062,Ciprofloxacin,Ciprofloxacin XR-CIP,Antibiotic (Fluoroquinolone),Eye Drops,N/A,Urinary and GI infections,Cipla,100.91,True
MED01063,Metformin,Metformin-DR.,Antidiabetic (Biguanide),Syrup,10,Type 2 diabetes management,Dr. Reddy's,2271.99,True
MED01064,Insulin Glargine,Insulin-Forte-LUP,Antidiabetic (Insulin),Tablet,1000,Diabetes mellitus,Lupin,992.8,True
MED01065,Amlodipine,Amlodipine-Plus-AUR,Antihypertensive (CCB),Tablet,10,High blood pressure,Aurobindo Pharma,1966.27,True
MED01066,Losartan,Losartan-Plus-ZYD,Antihypertensive (ARB),Tablet,1000,High blood pressure,Zydus Cadila,2487.64,True
MED01067,Atenolol,Atenolol-Forte-MAN,Antihypertensive (Beta-blocker),Tablet,25,High blood pressure and arrhythmia,Mankind Pharma,2247.65,True
MED01068,Atorvastatin,Atorvastatin XR-TOR,Statin,Injection,250,Cholesterol management,Torrent Pharma,1787.84,True
MED01069,Omeprazole,Omeprazole-ALK,Proton Pump Inhibitor,Ointment,N/A,Acid reflux and ulcers,Alkem Labs,98.52,True
MED01070,Ranitidine,Ranitidine-GLE,H2 Blocker,Injection,250,Acid reflux,Glenmark,628.58,False
MED01071,Cetirizine,Cetirizine-SUN,Antihistamine,Syrup,125,Allergy relief,Sun Pharma,96.22,True
MED01072,Loratadine,Loratadine-CIP,Antihistamine,Cream,N/A,Allergy relief,Cipla,1825.91,True
MED01073,Salbutamol,Salbutamol-Plus-DR.,Bronchodilator,Injection,500,Asthma and COPD,Dr. Reddy's,1414.98,True
MED01074,Levothyroxine,Levothyroxine XR-LUP,Thyroid Hormone,Tablet,100,Hypothyroidism,Lupin,1166.29,True
MED01075,Carbimazole,Carbimazole-Forte-AUR,Antithyroid,Capsule,10,Hyperthyroidism,Aurobindo Pharma,2366.43,True
MED01076,Prednisolone,Prednisolone DS-ZYD,Corticosteroid,Injection,10,Inflammation and autoimmune conditions,Zydus Cadila,2086.02,True
MED01077,Metronidazole,Metronidazole-Forte-MAN,Antibiotic/Antiprotozoal,Capsule,5,Anaerobic and parasitic infections,Mankind Pharma,675.3,True
MED01078,Doxycycline,Doxycycline-Plus-TOR,Antibiotic (Tetracycline),Capsule,10,Bacterial infections,Torrent Pharma,914.3,True
MED01079,Fluconazole,Fluconazole DS-ALK,Antifungal,Eye Drops,N/A,Fungal infections,Alkem Labs,2475.08,True
MED01080,Acyclovir,Acyclovir XR-GLE,Antiviral,Tablet,650,Herpes virus infections,Glenmark,576.28,True
MED01081,Oseltamivir,Oseltamivir XR-SUN,Antiviral,Tablet,25,Influenza,Sun Pharma,2059.76,True
MED01082,Artemether-Lumefantrine,Artemether-Lumefantrine-CIP,Antimalarial,Injection,250,Malaria treatment,Cipla,406.41,False
MED01083,Chloroquine,Chloroquine-DR.,Antimalarial,Capsule,125,Malaria prevention and treatment,Dr. Reddy's,1049.98,True
MED01084,Ondansetron,Ondansetron-Forte-LUP,Antiemetic,Syrup,650,Nausea and vomiting,Lupin,701.38,True
MED01085,Domperidone,Domperidone-AUR,Antiemetic/Prokinetic,Capsule,1000,Nausea and GI motility,Aurobindo Pharma,2374.68,False
MED01086,Loperamide,Loperamide-ZYD,Antidiarrheal,Tablet,1000,Diarrhea,Zydus Cadila,1191.37,False
MED01087,Oral Rehydration Salts,Oral DS-MAN,Electrolyte Replacement,Injection,250,Dehydration,Mankind Pharma,2161.99,True
MED01088,Diazepam,Diazepam-TOR,Benzodiazepine,Tablet,500,Anxiety and seizures,Torrent Pharma,1646.84,True
MED01089,Sertraline,Sertraline-ALK,SSRI Antidepressant,Tablet,650,Depression and anxiety,Alkem Labs,766.24,True
MED01090,Fluoxetine,Fluoxetine-Plus-GLE,SSRI Antidepressant,Syrup,250,Depression,Glenmark,301.24,True
MED01091,Escitalopram,Escitalopram-SUN,SSRI Antidepressant,Inhaler,N/A,Anxiety and depression,Sun Pharma,1517.39,False
MED01092,Risperidone,Risperidone-Plus-CIP,Antipsychotic,Cream,N/A,Schizophrenia and bipolar disorder,Cipla,1140.98,True
MED01093,Sodium Valproate,Sodium-Plus-DR.,Anticonvulsant,Eye Drops,N/A,Epilepsy and bipolar disorder,Dr. Reddy's,2007.77,True
MED01094,Levetiracetam,Levetiracetam-LUP,Anticonvulsant,Powder,10,Epilepsy,Lupin,2407.0,False
MED01095,Gabapentin,Gabapentin-Plus-AUR,Anticonvulsant/Analgesic,Cream,N/A,Nerve pain and seizures,Aurobindo Pharma,1953.79,True
MED01096,Warfarin,Warfarin-Plus-ZYD,Anticoagulant,Powder,100,Blood clot prevention,Zydus Cadila,1463.51,False
MED01097,Clopidogrel,Clopidogrel-Forte-MAN,Antiplatelet,Ointment,N/A,Stroke and heart attack prevention,Mankind Pharma,1140.63,True
MED01098,Furosemide,Furosemide-Plus-TOR,Diuretic,Inhaler,N/A,Fluid retention and heart failure,Torrent Pharma,1190.43,True
MED01099,Hydrochlorothiazide,Hydrochlorothiazide DS-ALK,Diuretic,Powder,125,High blood pressure,Alkem Labs,1949.58,True
MED01100,Spironolactone,Spironolactone-GLE,Diuretic,Ointment,N/A,Heart failure and fluid retention,Glenmark,1385.75,False
MED01101,Diclofenac,Diclofenac-SUN,NSAID,Cream,N/A,Pain and inflammation,Sun Pharma,842.91,True
MED01102,Tramadol,Tramadol XR-CIP,Opioid Analgesic,Cream,N/A,Moderate to severe pain,Cipla,2418.62,False
MED01103,Morphine,Morphine-DR.,Opioid Analgesic,Capsule,500,Severe pain,Dr. Reddy's,1492.68,False
MED01104,Methotrexate,Methotrexate-Forte-LUP,Antimetabolite/DMARD,Capsule,100,Rheumatoid arthritis and cancer,Lupin,937.19,True
MED01105,Hydroxychloroquine,Hydroxychloroquine-AUR,Antimalarial/DMARD,Injection,25,Lupus and rheumatoid arthritis,Aurobindo Pharma,2181.97,True
MED01106,Allopurinol,Allopurinol-Plus-ZYD,Antigout,Syrup,125,Gout management,Zydus Cadila,1187.94,False
MED01107,Calcium Carbonate,Calcium-MAN,Mineral Supplement,Syrup,250,Calcium deficiency,Mankind Pharma,205.13,True
MED01108,Ferrous Sulfate,Ferrous-Plus-TOR,Iron Supplement,Eye Drops,N/A,Iron deficiency anemia,Torrent Pharma,347.97,True
MED01109,Folic Acid,Folic DS-ALK,Vitamin Supplement,Capsule,5,Anemia and pregnancy,Alkem Labs,212.78,False
MED01110,Vitamin D3,Vitamin DS-GLE,Vitamin Supplement,Cream,N/A,Vitamin D deficiency,Glenmark,2178.92,True
MED01111,Vitamin B12,Vitamin DS-SUN,Vitamin Supplement,Capsule,1000,B12 deficiency,Sun Pharma,1906.35,True
MED01112,Multivitamin,Multivitamin-Forte-CIP,Vitamin Supplement,Ointment,N/A,General nutritional support,Cipla,2187.64,True
MED01113,Clotrimazole,Clotrimazole-Plus-DR.,Antifungal (Topical),Capsule,125,Skin fungal infections,Dr. Reddy's,707.19,True
MED01114,Hydrocortisone Cream,Hydrocortisone-Plus-LUP,Corticosteroid (Topical),Inhaler,N/A,Skin inflammation,Lupin,1764.28,True
MED01115,Benzoyl Peroxide,Benzoyl XR-AUR,Topical Antiacne,Inhaler,N/A,Acne treatment,Aurobindo Pharma,2199.33,True
MED01116,Salicylic Acid,Salicylic-ZYD,Keratolytic,Tablet,50,Acne and skin conditions,Zydus Cadila,1189.31,False
MED01117,Latanoprost,Latanoprost-MAN,Antiglaucoma,Inhaler,N/A,Glaucoma,Mankind Pharma,788.86,True
MED01118,Timolol Eye Drops,Timolol XR-TOR,Antiglaucoma,Powder,10,Glaucoma,Torrent Pharma,113.59,True
MED01119,Artificial Tears,Artificial-Forte-ALK,Ocular Lubricant,Ointment,N/A,Dry eyes,Alkem Labs,1331.83,True
MED01120,Chlorpheniramine,Chlorpheniramine XR-GLE,Antihistamine,Powder,650,Allergy and cold symptoms,Glenmark,568.56,True
MED01121,Dextromethorphan,Dextromethorphan-SUN,Antitussive,Syrup,100,Cough suppression,Sun Pharma,1061.43,False
MED01122,Guaifenesin,Guaifenesin XR-CIP,Expectorant,Capsule,250,Chest congestion,Cipla,1838.49,True
MED01123,Pantoprazole,Pantoprazole-DR.,Proton Pump Inhibitor,Inhaler,N/A,Acid reflux and ulcers,Dr. Reddy's,2161.72,False
MED01124,Rabeprazole,Rabeprazole-Forte-LUP,Proton Pump Inhibitor,Syrup,5,Acid reflux,Lupin,71.91,True
MED01125,Simvastatin,Simvastatin-AUR,Statin,Inhaler,N/A,Cholesterol management,Aurobindo Pharma,986.47,True
MED01126,Rosuvastatin,Rosuvastatin-Plus-ZYD,Statin,Capsule,100,Cholesterol management,Zydus Cadila,1463.25,True
MED01127,Enalapril,Enalapril-Forte-MAN,Antihypertensive (ACE Inhibitor),Capsule,50,High blood pressure,Mankind Pharma,1380.71,False
MED01128,Ramipril,Ramipril-TOR,Antihypertensive (ACE Inhibitor),Eye Drops,N/A,High blood pressure and heart failure,Torrent Pharma,1870.6,True
MED01129,Digoxin,Digoxin-ALK,Cardiac Glycoside,Inhaler,N/A,Heart failure and arrhythmia,Alkem Labs,1550.05,True
MED01130,Amiodarone,Amiodarone-GLE,Antiarrhythmic,Powder,25,Irregular heartbeat,Glenmark,1712.0,True
MED01131,Heparin,Heparin DS-SUN,Anticoagulant,Injection,250,Blood clot prevention (acute),Sun Pharma,1163.68,True
MED01132,Insulin Regular,Insulin-CIP,Antidiabetic (Insulin),Cream,N/A,Diabetes mellitus,Cipla,498.32,True
MED01133,Glimepiride,Glimepiride DS-DR.,Antidiabetic (Sulfonylurea),Capsule,100,Type 2 diabetes,Dr. Reddy's,1396.37,True
MED01134,Pioglitazone,Pioglitazone-Forte-LUP,Antidiabetic (Thiazolidinedione),Eye Drops,N/A,Type 2 diabetes,Lupin,1502.48,True
MED01135,Montelukast,Montelukast-Plus-AUR,Leukotriene Antagonist,Inhaler,N/A,Asthma and allergies,Aurobindo Pharma,1596.2,False
MED01136,Budesonide Inhaler,Budesonide-ZYD,Corticosteroid (Inhaled),Capsule,25,Asthma and COPD,Zydus Cadila,1637.21,True
MED01137,Ipratropium Bromide,Ipratropium XR-MAN,Bronchodilator (Anticholinergic),Capsule,250,COPD,Mankind Pharma,1459.08,True
MED01138,Isoniazid,Isoniazid XR-TOR,Antitubercular,Tablet,250,Tuberculosis,Torrent Pharma,1537.96,False
MED01139,Rifampicin,Rifampicin XR-ALK,Antitubercular,Syrup,125,Tuberculosis,Alkem Labs,461.29,True
MED01140,Ethambutol,Ethambutol-Forte-GLE,Antitubercular,Inhaler,N/A,Tuberculosis,Glenmark,1834.42,True
MED01141,Pyrazinamide,Pyrazinamide-SUN,Antitubercular,Injection,50,Tuberculosis,Sun Pharma,2132.64,False
MED01142,Zidovudine,Zidovudine-Forte-CIP,Antiretroviral,Powder,1000,HIV management,Cipla,1033.64,False
MED01143,Tenofovir,Tenofovir XR-DR.,Antiretroviral,Capsule,500,HIV and Hepatitis B,Dr. Reddy's,781.6,True
MED01144,Lamivudine,Lamivudine-LUP,Antiretroviral,Ointment,N/A,HIV management,Lupin,2266.36,True
MED01145,Paracetamol,Paracetamol-Forte-AUR,Analgesic/Antipyretic,Injection,125,Fever and pain relief,Aurobindo Pharma,1230.03,False
MED01146,Ibuprofen,Ibuprofen-ZYD,NSAID,Eye Drops,N/A,Pain and inflammation relief,Zydus Cadila,1264.12,True
MED01147,Aspirin,Aspirin XR-MAN,NSAID/Antiplatelet,Cream,N/A,Pain relief and blood thinning,Mankind Pharma,727.13,True
MED01148,Amoxicillin,Amoxicillin-Forte-TOR,Antibiotic (Penicillin),Eye Drops,N/A,Bacterial infections,Torrent Pharma,154.52,True
MED01149,Azithromycin,Azithromycin-Plus-ALK,Antibiotic (Macrolide),Capsule,5,Respiratory and skin infections,Alkem Labs,201.67,False
MED01150,Ciprofloxacin,Ciprofloxacin-GLE,Antibiotic (Fluoroquinolone),Cream,N/A,Urinary and GI infections,Glenmark,1507.83,True
MED01151,Metformin,Metformin XR-SUN,Antidiabetic (Biguanide),Cream,N/A,Type 2 diabetes management,Sun Pharma,1528.86,True
MED01152,Insulin Glargine,Insulin XR-CIP,Antidiabetic (Insulin),Powder,25,Diabetes mellitus,Cipla,2257.84,False
MED01153,Amlodipine,Amlodipine-DR.,Antihypertensive (CCB),Injection,125,High blood pressure,Dr. Reddy's,1877.95,True
MED01154,Losartan,Losartan-LUP,Antihypertensive (ARB),Powder,10,High blood pressure,Lupin,268.57,True
MED01155,Atenolol,Atenolol-AUR,Antihypertensive (Beta-blocker),Eye Drops,N/A,High blood pressure and arrhythmia,Aurobindo Pharma,2464.72,True
MED01156,Atorvastatin,Atorvastatin DS-ZYD,Statin,Tablet,10,Cholesterol management,Zydus Cadila,2276.75,True
MED01157,Omeprazole,Omeprazole-MAN,Proton Pump Inhibitor,Powder,650,Acid reflux and ulcers,Mankind Pharma,1878.2,True
MED01158,Ranitidine,Ranitidine-TOR,H2 Blocker,Syrup,500,Acid reflux,Torrent Pharma,769.09,False
MED01159,Cetirizine,Cetirizine-Forte-ALK,Antihistamine,Powder,5,Allergy relief,Alkem Labs,1035.36,True
MED01160,Loratadine,Loratadine-GLE,Antihistamine,Capsule,125,Allergy relief,Glenmark,1768.5,True
MED01161,Salbutamol,Salbutamol-SUN,Bronchodilator,Capsule,1000,Asthma and COPD,Sun Pharma,984.8,True
MED01162,Levothyroxine,Levothyroxine-CIP,Thyroid Hormone,Inhaler,N/A,Hypothyroidism,Cipla,1273.34,True
MED01163,Carbimazole,Carbimazole-Forte-DR.,Antithyroid,Tablet,50,Hyperthyroidism,Dr. Reddy's,2078.32,True
MED01164,Prednisolone,Prednisolone-Plus-LUP,Corticosteroid,Syrup,100,Inflammation and autoimmune conditions,Lupin,718.06,True
MED01165,Metronidazole,Metronidazole-Plus-AUR,Antibiotic/Antiprotozoal,Eye Drops,N/A,Anaerobic and parasitic infections,Aurobindo Pharma,1474.97,True
MED01166,Doxycycline,Doxycycline-ZYD,Antibiotic (Tetracycline),Ointment,N/A,Bacterial infections,Zydus Cadila,2292.21,False
MED01167,Fluconazole,Fluconazole-MAN,Antifungal,Syrup,650,Fungal infections,Mankind Pharma,1960.01,False
MED01168,Acyclovir,Acyclovir-Plus-TOR,Antiviral,Eye Drops,N/A,Herpes virus infections,Torrent Pharma,1650.75,True
MED01169,Oseltamivir,Oseltamivir-ALK,Antiviral,Injection,50,Influenza,Alkem Labs,1348.76,False
MED01170,Artemether-Lumefantrine,Artemether-Lumefantrine-Forte-GLE,Antimalarial,Eye Drops,N/A,Malaria treatment,Glenmark,1768.34,True
MED01171,Chloroquine,Chloroquine-Plus-SUN,Antimalarial,Syrup,25,Malaria prevention and treatment,Sun Pharma,1303.75,True
MED01172,Ondansetron,Ondansetron-Plus-CIP,Antiemetic,Inhaler,N/A,Nausea and vomiting,Cipla,1942.99,True
MED01173,Domperidone,Domperidone-Plus-DR.,Antiemetic/Prokinetic,Tablet,1000,Nausea and GI motility,Dr. Reddy's,596.98,True
MED01174,Loperamide,Loperamide-LUP,Antidiarrheal,Capsule,500,Diarrhea,Lupin,548.14,False
MED01175,Oral Rehydration Salts,Oral-AUR,Electrolyte Replacement,Injection,50,Dehydration,Aurobindo Pharma,1756.98,True
MED01176,Diazepam,Diazepam DS-ZYD,Benzodiazepine,Tablet,500,Anxiety and seizures,Zydus Cadila,104.06,True
MED01177,Sertraline,Sertraline XR-MAN,SSRI Antidepressant,Syrup,50,Depression and anxiety,Mankind Pharma,2255.52,True
MED01178,Fluoxetine,Fluoxetine XR-TOR,SSRI Antidepressant,Injection,10,Depression,Torrent Pharma,572.7,True
MED01179,Escitalopram,Escitalopram XR-ALK,SSRI Antidepressant,Eye Drops,N/A,Anxiety and depression,Alkem Labs,1123.68,False
MED01180,Risperidone,Risperidone XR-GLE,Antipsychotic,Injection,100,Schizophrenia and bipolar disorder,Glenmark,1405.85,True
MED01181,Sodium Valproate,Sodium-Plus-SUN,Anticonvulsant,Cream,N/A,Epilepsy and bipolar disorder,Sun Pharma,1084.84,True
MED01182,Levetiracetam,Levetiracetam XR-CIP,Anticonvulsant,Ointment,N/A,Epilepsy,Cipla,112.81,False
MED01183,Gabapentin,Gabapentin-Forte-DR.,Anticonvulsant/Analgesic,Tablet,100,Nerve pain and seizures,Dr. Reddy's,1258.46,False
MED01184,Warfarin,Warfarin-LUP,Anticoagulant,Injection,25,Blood clot prevention,Lupin,731.61,True
MED01185,Clopidogrel,Clopidogrel DS-AUR,Antiplatelet,Cream,N/A,Stroke and heart attack prevention,Aurobindo Pharma,2225.8,True
