symptom_id,symptom_name,body_location,severity_level,description
SYM00603,Mild Bad Breath (Head),Head,Mild,Mild bad breath localized to the head.
SYM00604,Moderate Chest Tightness (Lower Back),Lower Back,Moderate,Moderate chest tightness localized to the lower back.
SYM00605,Moderate Cough (Right Leg),Right Leg,Moderate,Moderate cough localized to the right leg.
SYM00606,Moderate Excessive Hunger (Whole Body),Whole Body,Moderate,Moderate excessive hunger localized to the whole body.
SYM00607,Severe Excessive Hunger (Chest),Chest,Severe,Severe excessive hunger localized to the chest.
SYM00608,Mild Irritability (Right Leg),Right Leg,Mild,Mild irritability localized to the right leg.
SYM00609,Moderate Painful Intercourse (Abdomen),Abdomen,Moderate,Moderate painful intercourse localized to the abdomen.
SYM00610,Severe Leg Cramps (Ears),Ears,Severe,Severe leg cramps localized to the ears.
SYM00611,Mild Slurred Speech (Left Arm),Left Arm,Mild,Mild slurred speech localized to the left arm.
SYM00612,Moderate Bloating (Upper Back),Upper Back,Moderate,Moderate bloating localized to the upper back.
SYM00613,Mild Insomnia (Right Arm),Right Arm,Mild,Mild insomnia localized to the right arm.
SYM00614,Mild Pelvic Pain (Ears),Ears,Mild,Mild pelvic pain localized to the ears.
SYM00615,Moderate Chest Tightness (Upper Back),Upper Back,Moderate,Moderate chest tightness localized to the upper back.
SYM00616,Mild Back Pain (Whole Body),Whole Body,Mild,Mild back pain localized to the whole body.
SYM00617,Severe Dizziness (Right Arm),Right Arm,Severe,Severe dizziness localized to the right arm.
SYM00618,Severe Slow Wound Healing (Head),Head,Severe,Severe slow wound healing localized to the head.
SYM00619,Mild Back Pain (Chest),Chest,Mild,Mild back pain localized to the chest.
SYM00620,Moderate Frequent Urination (Whole Body),Whole Body,Moderate,Moderate frequent urination localized to the whole body.
SYM00621,Mild Neck Stiffness (Neck),Neck,Mild,Mild neck stiffness localized to the neck.
SYM00622,Mild Palpitations (Chest),Chest,Mild,Mild palpitations localized to the chest.
SYM00623,Moderate Seizure (Throat),Throat,Moderate,Moderate seizure localized to the throat.
SYM00624,Mild Diarrhea (Chest),Chest,Mild,Mild diarrhea localized to the chest.
SYM00625,Mild Wheezing (Throat),Throat,Mild,Mild wheezing localized to the throat.
SYM00626,Severe Dry Mouth (Chest),Chest,Severe,Severe dry mouth localized to the chest.
SYM00627,Moderate Diarrhea (Head),Head,Moderate,Moderate diarrhea localized to the head.
SYM00628,Mild Uncontrolled Movements (Whole Body),Whole Body,Mild,Mild uncontrolled movements localized to the whole body.
SYM00629,Mild Back Pain (Right Leg),Right Leg,Mild,Mild back pain localized to the right leg.
SYM00630,Mild Dizziness (Left Arm),Left Arm,Mild,Mild dizziness localized to the left arm.
SYM00631,Severe Runny Nose (Right Leg),Right Leg,Severe,Severe runny nose localized to the right leg.
SYM00632,Severe Bruising Easily (Eyes),Eyes,Severe,Severe bruising easily localized to the eyes.
SYM00633,Moderate Persistent Cough (Left Leg),Left Leg,Moderate,Moderate persistent cough localized to the left leg.
SYM00634,Moderate Nausea (Whole Body),Whole Body,Moderate,Moderate nausea localized to the whole body.
SYM00635,Moderate Wheezing (Joints),Joints,Moderate,Moderate wheezing localized to the joints.
SYM00636,Severe Chills (Left Leg),Left Leg,Severe,Severe chills localized to the left leg.
SYM00637,Severe Chills (Left Arm),Left Arm,Severe,Severe chills localized to the left arm.
SYM00638,Mild Palpitations (Ears),Ears,Mild,Mild palpitations localized to the ears.
SYM00639,Mild Pelvic Pain (Chest),Chest,Mild,Mild pelvic pain localized to the chest.
SYM00640,Severe Painful Intercourse (Whole Body),Whole Body,Severe,Severe painful intercourse localized to the whole body.
SYM00641,Severe Excessive Sleepiness (Right Leg),Right Leg,Severe,Severe excessive sleepiness localized to the right leg.
SYM00642,Moderate Loss Of Taste (Ears),Ears,Moderate,Moderate loss of taste localized to the ears.
SYM00643,Moderate Bloating (Left Arm),Left Arm,Moderate,Moderate bloating localized to the left arm.
SYM00644,Mild Itching (Whole Body),Whole Body,Mild,Mild itching localized to the whole body.
SYM00645,Mild Loss Of Smell (Whole Body),Whole Body,Mild,Mild loss of smell localized to the whole body.
SYM00646,Moderate Irregular Periods (Throat),Throat,Moderate,Moderate irregular periods localized to the throat.
SYM00647,Moderate Ear Pain (Chest),Chest,Moderate,Moderate ear pain localized to the chest.
SYM00648,Severe Loss Of Taste (Right Arm),Right Arm,Severe,Severe loss of taste localized to the right arm.
SYM00649,Mild Anxiety (Throat),Throat,Mild,Mild anxiety localized to the throat.
SYM00650,Moderate Double Vision (Left Leg),Left Leg,Moderate,Moderate double vision localized to the left leg.
SYM00651,Mild Chest Tightness (Head),Head,Mild,Mild chest tightness localized to the head.
SYM00652,Moderate Ringing In Ears (Joints),Joints,Moderate,Moderate ringing in ears localized to the joints.
SYM00653,Moderate Chest Tightness (Ears),Ears,Moderate,Moderate chest tightness localized to the ears.
SYM00654,Severe Anxiety (Right Arm),Right Arm,Severe,Severe anxiety localized to the right arm.
SYM00655,Severe Anxiety (Eyes),Eyes,Severe,Severe anxiety localized to the eyes.
SYM00656,Moderate Loss Of Balance (Head),Head,Moderate,Moderate loss of balance localized to the head.
SYM00657,Mild Fever (Ears),Ears,Mild,Mild fever localized to the ears.
SYM00658,Moderate Nasal Congestion (Skin),Skin,Moderate,Moderate nasal congestion localized to the skin.
SYM00659,Moderate Palpitations (Upper Back),Upper Back,Moderate,Moderate palpitations localized to the upper back.
SYM00660,Severe Itching (Chest),Chest,Severe,Severe itching localized to the chest.
SYM00661,Moderate Dry Skin (Right Leg),Right Leg,Moderate,Moderate dry skin localized to the right leg.
SYM00662,Mild Brittle Nails (Joints),Joints,Mild,Mild brittle nails localized to the joints.
SYM00663,Mild Bloating (Skin),Skin,Mild,Mild bloating localized to the skin.
SYM00664,Severe Dizziness (Abdomen),Abdomen,Severe,Severe dizziness localized to the abdomen.
SYM00665,Severe Headache (Whole Body),Whole Body,Severe,Severe headache localized to the whole body.
SYM00666,Severe Weight Loss (Chest),Chest,Severe,Severe weight loss localized to the chest.
SYM00667,Mild Uncontrolled Movements (Neck),Neck,Mild,Mild uncontrolled movements localized to the neck.
SYM00668,Moderate Coughing Blood (Head),Head,Moderate,Moderate coughing blood localized to the head.
SYM00669,Severe Confusion (Right Arm),Right Arm,Severe,Severe confusion localized to the right arm.
SYM00670,Severe Clubbing Of Fingers (Lower Back),Lower Back,Severe,Severe clubbing of fingers localized to the lower back.
SYM00671,Mild Painful Intercourse (Neck),Neck,Mild,Mild painful intercourse localized to the neck.
SYM00672,Mild Dry Mouth (Eyes),Eyes,Mild,Mild dry mouth localized to the eyes.
SYM00673,Severe Blurred Vision (Head),Head,Severe,Severe blurred vision localized to the head.
SYM00674,Moderate Stiff Joints (Head),Head,Moderate,Moderate stiff joints localized to the head.
SYM00675,Mild Bloating (Abdomen),Abdomen,Mild,Mild bloating localized to the abdomen.
SYM00676,Moderate Hair Loss (Throat),Throat,Moderate,Moderate hair loss localized to the throat.
SYM00677,Moderate Runny Nose (Skin),Skin,Moderate,Moderate runny nose localized to the skin.
SYM00678,Severe Weight Gain (Joints),Joints,Severe,Severe weight gain localized to the joints.
SYM00679,Severe Cough (Left Arm),Left Arm,Severe,Severe cough localized to the left arm.
SYM00680,Severe Nasal Congestion (Head),Head,Severe,Severe nasal congestion localized to the head.
SYM00681,Mild Dry Skin (Left Arm),Left Arm,Mild,Mild dry skin localized to the left arm.
SYM00682,Severe Shortness of Breath (Left Arm),Left Arm,Severe,Severe shortness of breath localized to the left arm.
SYM00683,Moderate Difficulty Swallowing (Neck),Neck,Moderate,Moderate difficulty swallowing localized to the neck.
SYM00684,Severe Watery Eyes (Right Leg),Right Leg,Severe,Severe watery eyes localized to the right leg.
SYM00685,Mild Facial Drooping (Upper Back),Upper Back,Mild,Mild facial drooping localized to the upper back.
SYM00686,Moderate Rapid Heartbeat (Whole Body),Whole Body,Moderate,Moderate rapid heartbeat localized to the whole body.
SYM00687,Moderate Fever (Abdomen),Abdomen,Moderate,Moderate fever localized to the abdomen.
SYM00688,Severe Headache (Abdomen),Abdomen,Severe,Severe headache localized to the abdomen.
SYM00689,Moderate Rash (Ears),Ears,Moderate,Moderate rash localized to the ears.
SYM00690,Severe Constipation (Chest),Chest,Severe,Severe constipation localized to the chest.
SYM00691,Mild Tingling (Eyes),Eyes,Mild,Mild tingling localized to the eyes.
SYM00692,Mild Difficulty Swallowing (Right Leg),Right Leg,Mild,Mild difficulty swallowing localized to the right leg.
SYM00693,Mild Ear Pain (Left Leg),Left Leg,Mild,Mild ear pain localized to the left leg.
SYM00694,Mild Double Vision (Joints),Joints,Mild,Mild double vision localized to the joints.
SYM00695,Moderate Red Eyes (Neck),Neck,Moderate,Moderate red eyes localized to the neck.
SYM00696,Moderate Swollen Ankles (Left Leg),Left Leg,Moderate,Moderate swollen ankles localized to the left leg.
SYM00697,Mild Nasal Congestion (Throat),Throat,Mild,Mild nasal congestion localized to the throat.
SYM00698,Severe Loss Of Taste (Ears),Ears,Severe,Severe loss of taste localized to the ears.
SYM00699,Mild Hair Loss (Neck),Neck,Mild,Mild hair loss localized to the neck.
SYM00700,Moderate Blood in Stool (Head),Head,Moderate,Moderate blood in stool localized to the head.
SYM00701,Moderate Gas (Right Arm),Right Arm,Moderate,Moderate gas localized to the right arm.
SYM00702,Severe Bruising Easily (Right Leg),Right Leg,Severe,Severe bruising easily localized to the right leg.
SYM00703,Severe Fever (Abdomen),Abdomen,Severe,Severe fever localized to the abdomen.
SYM00704,Mild Hair Loss (Abdomen),Abdomen,Mild,Mild hair loss localized to the abdomen.
SYM00705,Moderate Blood in Urine (Whole Body),Whole Body,Moderate,Moderate blood in urine localized to the whole body.
SYM00706,Mild Toothache (Eyes),Eyes,Mild,Mild toothache localized to the eyes.
SYM00707,Mild Irritability (Right Arm),Right Arm,Mild,Mild irritability localized to the right arm.
SYM00708,Mild Bloating (Lower Back),Lower Back,Mild,Mild bloating localized to the lower back.
SYM00709,Mild Watery Eyes (Neck),Neck,Mild,Mild watery eyes localized to the neck.
SYM00710,Severe Dizziness (Ears),Ears,Severe,Severe dizziness localized to the ears.
SYM00711,Severe Mouth Ulcers (Abdomen),Abdomen,Severe,Severe mouth ulcers localized to the abdomen.
SYM00712,Moderate Irritability (Lower Back),Lower Back,Moderate,Moderate irritability localized to the lower back.
SYM00713,Severe Anxiety (Chest),Chest,Severe,Severe anxiety localized to the chest.
SYM00714,Severe Bleeding Gums (Right Leg),Right Leg,Severe,Severe bleeding gums localized to the right leg.
SYM00715,Severe Blood in Stool (Left Arm),Left Arm,Severe,Severe blood in stool localized to the left arm.
SYM00716,Moderate Increased Thirst (Left Leg),Left Leg,Moderate,Moderate increased thirst localized to the left leg.
SYM00717,Mild Loss of Appetite (Neck),Neck,Mild,Mild loss of appetite localized to the neck.
SYM00718,Mild Weight Loss (Left Leg),Left Leg,Mild,Mild weight loss localized to the left leg.
SYM00719,Severe Weight Loss (Head),Head,Severe,Severe weight loss localized to the head.
SYM00720,Mild Erectile Dysfunction (Right Leg),Right Leg,Mild,Mild erectile dysfunction localized to the right leg.
SYM00721,Severe Palpitations (Right Leg),Right Leg,Severe,Severe palpitations localized to the right leg.
SYM00722,Severe Cough (Skin),Skin,Severe,Severe cough localized to the skin.
SYM00723,Moderate Wheezing (Skin),Skin,Moderate,Moderate wheezing localized to the skin.
SYM00724,Severe Fatigue (Left Leg),Left Leg,Severe,Severe fatigue localized to the left leg.
SYM00725,Moderate Mouth Ulcers (Eyes),Eyes,Moderate,Moderate mouth ulcers localized to the eyes.
SYM00726,Severe Leg Cramps (Throat),Throat,Severe,Severe leg cramps localized to the throat.
SYM00727,Mild Frequent Infections (Joints),Joints,Mild,Mild frequent infections localized to the joints.
SYM00728,Mild Hair Loss (Upper Back),Upper Back,Mild,Mild hair loss localized to the upper back.
SYM00729,Mild Numbness (Neck),Neck,Mild,Mild numbness localized to the neck.
SYM00730,Mild Erectile Dysfunction (Eyes),Eyes,Mild,Mild erectile dysfunction localized to the eyes.
SYM00731,Moderate Rapid Breathing (Right Arm),Right Arm,Moderate,Moderate rapid breathing localized to the right arm.
SYM00732,Severe Irritability (Throat),Throat,Severe,Severe irritability localized to the throat.
SYM00733,Moderate Testicular Pain (Lower Back),Lower Back,Moderate,Moderate testicular pain localized to the lower back.
SYM00734,Moderate Coughing Blood (Left Arm),Left Arm,Moderate,Moderate coughing blood localized to the left arm.
SYM00735,Mild Irritability (Left Leg),Left Leg,Mild,Mild irritability localized to the left leg.
SYM00736,Moderate Blurred Vision (Chest),Chest,Moderate,Moderate blurred vision localized to the chest.
SYM00737,Moderate Low Blood Pressure (Left Arm),Left Arm,Moderate,Moderate low blood pressure localized to the left arm.
SYM00738,Severe Sweating (Chest),Chest,Severe,Severe sweating localized to the chest.
SYM00739,Severe Uncontrolled Movements (Upper Back),Upper Back,Severe,Severe uncontrolled movements localized to the upper back.
SYM00740,Mild Hearing Loss (Eyes),Eyes,Mild,Mild hearing loss localized to the eyes.
SYM00741,Severe Bad Breath (Chest),Chest,Severe,Severe bad breath localized to the chest.
SYM00742,Mild Confusion (Abdomen),Abdomen,Mild,Mild confusion localized to the abdomen.
SYM00743,Moderate Slow Wound Healing (Left Arm),Left Arm,Moderate,Moderate slow wound healing localized to the left arm.
SYM00744,Mild Loss Of Taste (Whole Body),Whole Body,Mild,Mild loss of taste localized to the whole body.
SYM00745,Mild Cough (Chest),Chest,Mild,Mild cough localized to the chest.
SYM00746,Mild Double Vision (Ears),Ears,Mild,Mild double vision localized to the ears.
SYM00747,Mild Wheezing (Eyes),Eyes,Mild,Mild wheezing localized to the eyes.
SYM00748,Moderate Memory Loss (Upper Back),Upper Back,Moderate,Moderate memory loss localized to the upper back.
SYM00749,Moderate Hoarseness (Skin),Skin,Moderate,Moderate hoarseness localized to the skin.
SYM00750,Severe Sweating (Head),Head,Severe,Severe sweating localized to the head.
SYM00751,Severe Loss of Appetite (Lower Back),Lower Back,Severe,Severe loss of appetite localized to the lower back.
SYM00752,Moderate Watery Eyes (Chest),Chest,Moderate,Moderate watery eyes localized to the chest.
SYM00753,Severe Difficulty Walking (Eyes),Eyes,Severe,Severe difficulty walking localized to the eyes.
SYM00754,Mild Abdominal Pain (Abdomen),Abdomen,Mild,Mild abdominal pain localized to the abdomen.
SYM00755,Mild Slow Heartbeat (Right Arm),Right Arm,Mild,Mild slow heartbeat localized to the right arm.
SYM00756,Severe Back Pain (Left Leg),Left Leg,Severe,Severe back pain localized to the left leg.
SYM00757,Severe Insomnia (Whole Body),Whole Body,Severe,Severe insomnia localized to the whole body.
SYM00758,Severe Diarrhea (Ears),Ears,Severe,Severe diarrhea localized to the ears.
SYM00759,Mild Chills (Left Leg),Left Leg,Mild,Mild chills localized to the left leg.
SYM00760,Moderate Stiff Joints (Eyes),Eyes,Moderate,Moderate stiff joints localized to the eyes.
SYM00761,Mild Fatigue (Right Arm),Right Arm,Mild,Mild fatigue localized to the right arm.
SYM00762,Moderate Fainting (Upper Back),Upper Back,Moderate,Moderate fainting localized to the upper back.
SYM00763,Severe Frequent Urination (Right Leg),Right Leg,Severe,Severe frequent urination localized to the right leg.
SYM00764,Mild Chills (Eyes),Eyes,Mild,Mild chills localized to the eyes.
SYM00765,Severe Ringing In Ears (Skin),Skin,Severe,Severe ringing in ears localized to the skin.
SYM00766,Mild Heartburn (Whole Body),Whole Body,Mild,Mild heartburn localized to the whole body.
SYM00767,Mild Anxiety (Neck),Neck,Mild,Mild anxiety localized to the neck.
SYM00768,Mild Toothache (Ears),Ears,Mild,Mild toothache localized to the ears.
SYM00769,Moderate Brittle Nails (Eyes),Eyes,Moderate,Moderate brittle nails localized to the eyes.
SYM00770,Severe Insomnia (Left Arm),Left Arm,Severe,Severe insomnia localized to the left arm.
SYM00771,Severe Night Sweats (Left Leg),Left Leg,Severe,Severe night sweats localized to the left leg.
SYM00772,Moderate Difficulty Walking (Abdomen),Abdomen,Moderate,Moderate difficulty walking localized to the abdomen.
SYM00773,Moderate Abdominal Pain (Skin),Skin,Moderate,Moderate abdominal pain localized to the skin.
SYM00774,Moderate Slow Wound Healing (Neck),Neck,Moderate,Moderate slow wound healing localized to the neck.
SYM00775,Mild Neck Stiffness (Left Arm),Left Arm,Mild,Mild neck stiffness localized to the left arm.
SYM00776,Severe Muscle Weakness (Ears),Ears,Severe,Severe muscle weakness localized to the ears.
SYM00777,Mild Vomiting (Left Leg),Left Leg,Mild,Mild vomiting localized to the left leg.
SYM00778,Mild Nasal Congestion (Left Leg),Left Leg,Mild,Mild nasal congestion localized to the left leg.
SYM00779,Mild Loss Of Taste (Eyes),Eyes,Mild,Mild loss of taste localized to the eyes.
SYM00780,Severe Excessive Hunger (Skin),Skin,Severe,Severe excessive hunger localized to the skin.
SYM00781,Moderate Blurred Vision (Joints),Joints,Moderate,Moderate blurred vision localized to the joints.
SYM00782,Severe Uncontrolled Movements (Left Leg),Left Leg,Severe,Severe uncontrolled movements localized to the left leg.
SYM00783,Severe Difficulty Swallowing (Abdomen),Abdomen,Severe,Severe difficulty swallowing localized to the abdomen.
SYM00784,Severe Difficulty Walking (Right Arm),Right Arm,Severe,Severe difficulty walking localized to the right arm.
SYM00785,Moderate Neck Stiffness (Ears),Ears,Moderate,Moderate neck stiffness localized to the ears.
SYM00786,Mild Muscle Weakness (Ears),Ears,Mild,Mild muscle weakness localized to the ears.
SYM00787,Moderate Stiff Joints (Chest),Chest,Moderate,Moderate stiff joints localized to the chest.
SYM00788,Mild Excessive Thirst (Head),Head,Mild,Mild excessive thirst localized to the head.
SYM00789,Moderate Itching (Right Leg),Right Leg,Moderate,Moderate itching localized to the right leg.
SYM00790,Mild Weight Gain (Head),Head,Mild,Mild weight gain localized to the head.
SYM00791,Mild Erectile Dysfunction (Right Arm),Right Arm,Mild,Mild erectile dysfunction localized to the right arm.
SYM00792,Mild Loss Of Smell (Left Arm),Left Arm,Mild,Mild loss of smell localized to the left arm.
SYM00793,Severe Dizziness (Joints),Joints,Severe,Severe dizziness localized to the joints.
SYM00794,Moderate Gas (Whole Body),Whole Body,Moderate,Moderate gas localized to the whole body.
SYM00795,Severe Sweating (Left Leg),Left Leg,Severe,Severe sweating localized to the left leg.
SYM00796,Moderate Sensitivity To Light (Ears),Ears,Moderate,Moderate sensitivity to light localized to the ears.
SYM00797,Moderate Joint Pain (Neck),Neck,Moderate,Moderate joint pain localized to the neck.
SYM00798,Severe Numbness (Left Leg),Left Leg,Severe,Severe numbness localized to the left leg.
SYM00799,Moderate Frequent Infections (Eyes),Eyes,Moderate,Moderate frequent infections localized to the eyes.
SYM00800,Moderate Loss Of Smell (Right Arm),Right Arm,Moderate,Moderate loss of smell localized to the right arm.
SYM00801,Mild Rash (Lower Back),Lower Back,Mild,Mild rash localized to the lower back.
SYM00802,Mild Neck Stiffness (Abdomen),Abdomen,Mild,Mild neck stiffness localized to the abdomen.
SYM00803,Mild Bad Breath (Lower Back),Lower Back,Mild,Mild bad breath localized to the lower back.
SYM00804,Moderate Toothache (Right Leg),Right Leg,Moderate,Moderate toothache localized to the right leg.
SYM00805,Mild Memory Loss (Joints),Joints,Mild,Mild memory loss localized to the joints.
SYM00806,Severe Rash (Ears),Ears,Severe,Severe rash localized to the ears.
SYM00807,Severe Jaundice (Head),Head,Severe,Severe jaundice localized to the head.
SYM00808,Moderate Sneezing (Skin),Skin,Moderate,Moderate sneezing localized to the skin.
SYM00809,Severe Nausea (Abdomen),Abdomen,Severe,Severe nausea localized to the abdomen.
SYM00810,Mild Painful Urination (Joints),Joints,Mild,Mild painful urination localized to the joints.
SYM00811,Severe Hoarseness (Ears),Ears,Severe,Severe hoarseness localized to the ears.
SYM00812,Moderate Sweating (Left Leg),Left Leg,Moderate,Moderate sweating localized to the left leg.
SYM00813,Mild Painful Urination (Neck),Neck,Mild,Mild painful urination localized to the neck.
SYM00814,Mild Blood in Stool (Right Leg),Right Leg,Mild,Mild blood in stool localized to the right leg.
SYM00815,Severe Fainting (Eyes),Eyes,Severe,Severe fainting localized to the eyes.
SYM00816,Moderate Loss Of Smell (Skin),Skin,Moderate,Moderate loss of smell localized to the skin.
SYM00817,Mild Headache (Upper Back),Upper Back,Mild,Mild headache localized to the upper back.
SYM00818,Mild Loss Of Smell (Lower Back),Lower Back,Mild,Mild loss of smell localized to the lower back.
SYM00819,Mild Low Blood Pressure (Abdomen),Abdomen,Mild,Mild low blood pressure localized to the abdomen.
SYM00820,Severe Abdominal Pain (Right Leg),Right Leg,Severe,Severe abdominal pain localized to the right leg.
SYM00821,Severe Uncontrolled Movements (Abdomen),Abdomen,Severe,Severe uncontrolled movements localized to the abdomen.
SYM00822,Mild Slow Heartbeat (Joints),Joints,Mild,Mild slow heartbeat localized to the joints.
SYM00823,Severe Blurred Vision (Left Arm),Left Arm,Severe,Severe blurred vision localized to the left arm.
SYM00824,Moderate Gas (Ears),Ears,Moderate,Moderate gas localized to the ears.
SYM00825,Mild Ear Pain (Skin),Skin,Mild,Mild ear pain localized to the skin.
SYM00826,Moderate Confusion (Right Leg),Right Leg,Moderate,Moderate confusion localized to the right leg.
SYM00827,Severe Toothache (Throat),Throat,Severe,Severe toothache localized to the throat.
SYM00828,Moderate Abdominal Pain (Right Leg),Right Leg,Moderate,Moderate abdominal pain localized to the right leg.
SYM00829,Severe Excessive Thirst (Skin),Skin,Severe,Severe excessive thirst localized to the skin.
SYM00830,Moderate Clubbing Of Fingers (Left Arm),Left Arm,Moderate,Moderate clubbing of fingers localized to the left arm.
SYM00831,Moderate Irregular Periods (Skin),Skin,Moderate,Moderate irregular periods localized to the skin.
SYM00832,Moderate Vomiting (Ears),Ears,Moderate,Moderate vomiting localized to the ears.
SYM00833,Moderate Low Blood Pressure (Throat),Throat,Moderate,Moderate low blood pressure localized to the throat.
SYM00834,Mild Memory Loss (Right Arm),Right Arm,Mild,Mild memory loss localized to the right arm.
SYM00835,Severe Slow Heartbeat (Left Arm),Left Arm,Severe,Severe slow heartbeat localized to the left arm.
SYM00836,Mild Anxiety (Right Leg),Right Leg,Mild,Mild anxiety localized to the right leg.
SYM00837,Moderate Sensitivity To Light (Lower Back),Lower Back,Moderate,Moderate sensitivity to light localized to the lower back.
SYM00838,Severe Swelling (Lower Back),Lower Back,Severe,Severe swelling localized to the lower back.
SYM00839,Moderate Loss Of Taste (Joints),Joints,Moderate,Moderate loss of taste localized to the joints.
SYM00840,Severe Ear Pain (Upper Back),Upper Back,Severe,Severe ear pain localized to the upper back.
SYM00841,Severe Anxiety (Skin),Skin,Severe,Severe anxiety localized to the skin.
SYM00842,Moderate Painful Intercourse (Right Leg),Right Leg,Moderate,Moderate painful intercourse localized to the right leg.
SYM00843,Mild Runny Nose (Right Leg),Right Leg,Mild,Mild runny nose localized to the right leg.
SYM00844,Severe Persistent Cough (Joints),Joints,Severe,Severe persistent cough localized to the joints.
SYM00845,Severe Sweating (Eyes),Eyes,Severe,Severe sweating localized to the eyes.
SYM00846,Mild Muscle Ache (Right Arm),Right Arm,Mild,Mild muscle ache localized to the right arm.
SYM00847,Severe Sore Throat (Upper Back),Upper Back,Severe,Severe sore throat localized to the upper back.
SYM00848,Moderate Vomiting (Upper Back),Upper Back,Moderate,Moderate vomiting localized to the upper back.
SYM00849,Mild Joint Pain (Neck),Neck,Mild,Mild joint pain localized to the neck.
SYM00850,Mild Irregular Periods (Right Arm),Right Arm,Mild,Mild irregular periods localized to the right arm.
SYM00851,Moderate Frequent Infections (Left Leg),Left Leg,Moderate,Moderate frequent infections localized to the left leg.
SYM00852,Moderate Fever (Skin),Skin,Moderate,Moderate fever localized to the skin.
SYM00853,Moderate Difficulty Breathing (Eyes),Eyes,Moderate,Moderate difficulty breathing localized to the eyes.
SYM00854,Severe Sore Throat (Chest),Chest,Severe,Severe sore throat localized to the chest.
SYM00855,Moderate Hearing Loss (Eyes),Eyes,Moderate,Moderate hearing loss localized to the eyes.
SYM00856,Moderate Pelvic Pain (Left Leg),Left Leg,Moderate,Moderate pelvic pain localized to the left leg.
SYM00857,Mild Double Vision (Left Arm),Left Arm,Mild,Mild double vision localized to the left arm.
SYM00858,Severe Erectile Dysfunction (Whole Body),Whole Body,Severe,Severe erectile dysfunction localized to the whole body.
SYM00859,Mild Uncontrolled Movements (Skin),Skin,Mild,Mild uncontrolled movements localized to the skin.
SYM00860,Mild Fatigue (Abdomen),Abdomen,Mild,Mild fatigue localized to the abdomen.
SYM00861,Mild Rapid Breathing (Throat),Throat,Mild,Mild rapid breathing localized to the throat.
SYM00862,Moderate Bleeding Gums (Right Arm),Right Arm,Moderate,Moderate bleeding gums localized to the right arm.
SYM00863,Moderate Ringing In Ears (Left Arm),Left Arm,Moderate,Moderate ringing in ears localized to the left arm.
SYM00864,Moderate Frequent Urination (Neck),Neck,Moderate,Moderate frequent urination localized to the neck.
SYM00865,Severe Sensitivity To Light (Right Arm),Right Arm,Severe,Severe sensitivity to light localized to the right arm.
SYM00866,Moderate Diarrhea (Eyes),Eyes,Moderate,Moderate diarrhea localized to the eyes.
SYM00867,Severe Fever (Eyes),Eyes,Severe,Severe fever localized to the eyes.
SYM00868,Mild Excessive Sleepiness (Neck),Neck,Mild,Mild excessive sleepiness localized to the neck.
SYM00869,Severe Hoarseness (Upper Back),Upper Back,Severe,Severe hoarseness localized to the upper back.
SYM00870,Severe Cough (Throat),Throat,Severe,Severe cough localized to the throat.
SYM00871,Mild Chest Tightness (Eyes),Eyes,Mild,Mild chest tightness localized to the eyes.
SYM00872,Mild Heartburn (Neck),Neck,Mild,Mild heartburn localized to the neck.
SYM00873,Severe Wheezing (Lower Back),Lower Back,Severe,Severe wheezing localized to the lower back.
SYM00874,Mild Weight Gain (Chest),Chest,Mild,Mild weight gain localized to the chest.
SYM00875,Severe Fainting (Upper Back),Upper Back,Severe,Severe fainting localized to the upper back.
SYM00876,Severe Loss of Appetite (Neck),Neck,Severe,Severe loss of appetite localized to the neck.
SYM00877,Severe High Blood Pressure (Head),Head,Severe,Severe high blood pressure localized to the head.
SYM00878,Severe Nausea (Skin),Skin,Severe,Severe nausea localized to the skin.
SYM00879,Severe Cold Hands And Feet (Joints),Joints,Severe,Severe cold hands and feet localized to the joints.
SYM00880,Moderate Persistent Cough (Right Arm),Right Arm,Moderate,Moderate persistent cough localized to the right arm.
SYM00881,Mild Heartburn (Lower Back),Lower Back,Mild,Mild heartburn localized to the lower back.
SYM00882,Moderate Ringing In Ears (Upper Back),Upper Back,Moderate,Moderate ringing in ears localized to the upper back.
SYM00883,Moderate Sore Throat (Joints),Joints,Moderate,Moderate sore throat localized to the joints.
SYM00884,Moderate Persistent Cough (Ears),Ears,Moderate,Moderate persistent cough localized to the ears.
SYM00885,Mild Itching (Abdomen),Abdomen,Mild,Mild itching localized to the abdomen.
SYM00886,Mild Blood in Urine (Upper Back),Upper Back,Mild,Mild blood in urine localized to the upper back.
SYM00887,Mild Stiff Joints (Upper Back),Upper Back,Mild,Mild stiff joints localized to the upper back.
SYM00888,Moderate Chest Pain (Left Arm),Left Arm,Moderate,Moderate chest pain localized to the left arm.
SYM00889,Mild Joint Pain (Upper Back),Upper Back,Mild,Mild joint pain localized to the upper back.
SYM00890,Moderate Tingling (Chest),Chest,Moderate,Moderate tingling localized to the chest.
SYM00891,Severe Swelling (Upper Back),Upper Back,Severe,Severe swelling localized to the upper back.
SYM00892,Severe Joint Pain (Lower Back),Lower Back,Severe,Severe joint pain localized to the lower back.
SYM00893,Moderate Dizziness (Ears),Ears,Moderate,Moderate dizziness localized to the ears.
SYM00894,Mild Ringing In Ears (Joints),Joints,Mild,Mild ringing in ears localized to the joints.
SYM00895,Moderate Frequent Infections (Ears),Ears,Moderate,Moderate frequent infections localized to the ears.
