disease_id,disease_name,category,typical_severity,is_chronic,description
DIS0424,Acute Hyperthyroidism,Endocrine,Moderate,True,"Acute Hyperthyroidism is a acute presentation of hyperthyroidism, a endocrine condition."
DIS0425,Recurrent Major Depressive Disorder,Psychiatric,Moderate,True,"Recurrent Major Depressive Disorder is a recurrent presentation of major depressive disorder, a psychiatric condition."
DIS0426,Recurrent Lupus,Immunological,Severe,True,"Recurrent Lupus is a recurrent presentation of lupus, a immunological condition."
DIS0427,Recurrent Multiple Sclerosis,Neurological,Severe,True,"Recurrent Multiple Sclerosis is a recurrent presentation of multiple sclerosis, a neurological condition."
DIS0428,Atypical Influenza,Respiratory,Moderate,False,"Atypical Influenza is a atypical presentation of influenza, a respiratory condition."
DIS0429,Early-Stage Cholera,Infectious,Severe,False,"Early-Stage Cholera is a early-stage presentation of cholera, a infectious condition."
DIS0430,Chronic Hyperthyroidism,Endocrine,Moderate,True,"Chronic Hyperthyroidism is a chronic presentation of hyperthyroidism, a endocrine condition."
DIS0431,Advanced Measles,Infectious,Moderate,False,"Advanced Measles is a advanced presentation of measles, a infectious condition."
DIS0432,Acute Type 2 Diabetes Mellitus,Endocrine,Moderate,True,"Acute Type 2 Diabetes Mellitus is a acute presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0433,Chronic Peptic Ulcer Disease,Digestive,Moderate,True,"Chronic Peptic Ulcer Disease is a chronic presentation of peptic ulcer disease, a digestive condition."
DIS0434,Recurrent Coronary Artery Disease,Cardiovascular,Severe,True,"Recurrent Coronary Artery Disease is a recurrent presentation of coronary artery disease, a cardiovascular condition."
DIS0435,Chronic Osteoporosis,Musculoskeletal,Moderate,True,"Chronic Osteoporosis is a chronic presentation of osteoporosis, a musculoskeletal condition."
DIS0436,Acute Parkinson's Disease,Neurological,Severe,True,"Acute Parkinson's Disease is a acute presentation of parkinson's disease, a neurological condition."
DIS0437,Chronic Gastroenteritis,Digestive,Moderate,True,"Chronic Gastroenteritis is a chronic presentation of gastroenteritis, a digestive condition."
DIS0438,Mild Chickenpox,Infectious,Mild,False,"Mild Chickenpox is a mild presentation of chickenpox, a infectious condition."
DIS0439,Chronic Migraine,Neurological,Moderate,True,"Chronic Migraine is a chronic presentation of migraine, a neurological condition."
DIS0440,Acute Type 1 Diabetes Mellitus,Endocrine,Severe,True,"Acute Type 1 Diabetes Mellitus is a acute presentation of type 1 diabetes mellitus, a endocrine condition."
DIS0441,Mild Hepatitis B,Infectious,Severe,True,"Mild Hepatitis B is a mild presentation of hepatitis b, a infectious condition."
DIS0442,Early-Stage Influenza,Respiratory,Moderate,False,"Early-Stage Influenza is a early-stage presentation of influenza, a respiratory condition."
DIS0443,Atypical Irritable Bowel Syndrome,Digestive,Moderate,True,"Atypical Irritable Bowel Syndrome is a atypical presentation of irritable bowel syndrome, a digestive condition."
DIS0444,Mild Kidney Stones,Urological,Severe,False,"Mild Kidney Stones is a mild presentation of kidney stones, a urological condition."
DIS0445,Advanced Bell's Palsy,Neurological,Moderate,False,"Advanced Bell's Palsy is a advanced presentation of bell's palsy, a neurological condition."
DIS0446,Mild Appendicitis,Digestive,Severe,False,"Mild Appendicitis is a mild presentation of appendicitis, a digestive condition."
DIS0447,Chronic Pharyngitis,Respiratory,Mild,True,"Chronic Pharyngitis is a chronic presentation of pharyngitis, a respiratory condition."
DIS0448,Acute Skin Cancer,Oncological,Severe,True,"Acute Skin Cancer is a acute presentation of skin cancer, a oncological condition."
DIS0449,Severe Pharyngitis,Respiratory,Severe,False,"Severe Pharyngitis is a severe presentation of pharyngitis, a respiratory condition."
DIS0450,Mild Tuberculosis,Respiratory,Severe,True,"Mild Tuberculosis is a mild presentation of tuberculosis, a respiratory condition."
DIS0451,Early-Stage Hepatitis C,Infectious,Severe,True,"Early-Stage Hepatitis C is a early-stage presentation of hepatitis c, a infectious condition."
DIS0452,Atypical Malaria,Infectious,Severe,False,"Atypical Malaria is a atypical presentation of malaria, a infectious condition."
DIS0453,Advanced Hypothyroidism,Endocrine,Moderate,True,"Advanced Hypothyroidism is a advanced presentation of hypothyroidism, a endocrine condition."
DIS0454,Early-Stage Major Depressive Disorder,Psychiatric,Moderate,True,"Early-Stage Major Depressive Disorder is a early-stage presentation of major depressive disorder, a psychiatric condition."
DIS0455,Chronic Crohn's Disease,Digestive,Severe,True,"Chronic Crohn's Disease is a chronic presentation of crohn's disease, a digestive condition."
DIS0456,Severe Allergic Rhinitis,Immunological,Severe,True,"Severe Allergic Rhinitis is a severe presentation of allergic rhinitis, a immunological condition."
DIS0457,Severe Heart Failure,Cardiovascular,Severe,True,"Severe Heart Failure is a severe presentation of heart failure, a cardiovascular condition."
DIS0458,Severe Major Depressive Disorder,Psychiatric,Severe,True,"Severe Major Depressive Disorder is a severe presentation of major depressive disorder, a psychiatric condition."
DIS0459,Mild Crohn's Disease,Digestive,Severe,True,"Mild Crohn's Disease is a mild presentation of crohn's disease, a digestive condition."
DIS0460,Recurrent Irritable Bowel Syndrome,Digestive,Moderate,True,"Recurrent Irritable Bowel Syndrome is a recurrent presentation of irritable bowel syndrome, a digestive condition."
DIS0461,Severe Gout,Musculoskeletal,Severe,True,"Severe Gout is a severe presentation of gout, a musculoskeletal condition."
DIS0462,Atypical Lung Cancer,Oncological,Severe,True,"Atypical Lung Cancer is a atypical presentation of lung cancer, a oncological condition."
DIS0463,Early-Stage Malaria,Infectious,Severe,False,"Early-Stage Malaria is a early-stage presentation of malaria, a infectious condition."
DIS0464,Recurrent Thrombocytopenia,Hematological,Moderate,True,"Recurrent Thrombocytopenia is a recurrent presentation of thrombocytopenia, a hematological condition."
DIS0465,Mild Hyperthyroidism,Endocrine,Moderate,True,"Mild Hyperthyroidism is a mild presentation of hyperthyroidism, a endocrine condition."
DIS0466,Mild Thrombocytopenia,Hematological,Moderate,False,"Mild Thrombocytopenia is a mild presentation of thrombocytopenia, a hematological condition."
DIS0467,Mild Influenza,Respiratory,Moderate,False,"Mild Influenza is a mild presentation of influenza, a respiratory condition."
DIS0468,Early-Stage Lower Back Strain,Musculoskeletal,Mild,False,"Early-Stage Lower Back Strain is a early-stage presentation of lower back strain, a musculoskeletal condition."
DIS0469,Chronic Parkinson's Disease,Neurological,Severe,True,"Chronic Parkinson's Disease is a chronic presentation of parkinson's disease, a neurological condition."
DIS0470,Recurrent Gastroenteritis,Digestive,Moderate,True,"Recurrent Gastroenteritis is a recurrent presentation of gastroenteritis, a digestive condition."
DIS0471,Recurrent Hyperthyroidism,Endocrine,Moderate,True,"Recurrent Hyperthyroidism is a recurrent presentation of hyperthyroidism, a endocrine condition."
DIS0472,Acute Lupus,Immunological,Severe,True,"Acute Lupus is a acute presentation of lupus, a immunological condition."
DIS0473,Advanced COVID-19,Respiratory,Moderate,False,"Advanced COVID-19 is a advanced presentation of covid-19, a respiratory condition."
DIS0474,Recurrent Breast Cancer,Oncological,Severe,True,"Recurrent Breast Cancer is a recurrent presentation of breast cancer, a oncological condition."
DIS0475,Early-Stage Migraine,Neurological,Moderate,True,"Early-Stage Migraine is a early-stage presentation of migraine, a neurological condition."
DIS0476,Early-Stage Parkinson's Disease,Neurological,Severe,True,"Early-Stage Parkinson's Disease is a early-stage presentation of parkinson's disease, a neurological condition."
DIS0477,Atypical Skin Cancer,Oncological,Severe,True,"Atypical Skin Cancer is a atypical presentation of skin cancer, a oncological condition."
DIS0478,Severe Cholera,Infectious,Severe,False,"Severe Cholera is a severe presentation of cholera, a infectious condition."
DIS0479,Acute HIV/AIDS,Infectious,Severe,True,"Acute HIV/AIDS is a acute presentation of hiv/aids, a infectious condition."
DIS0480,Severe Chronic Kidney Disease,Urological,Severe,True,"Severe Chronic Kidney Disease is a severe presentation of chronic kidney disease, a urological condition."
DIS0481,Atypical Dengue Fever,Infectious,Severe,False,"Atypical Dengue Fever is a atypical presentation of dengue fever, a infectious condition."
DIS0482,Advanced Tonsillitis,ENT,Mild,False,"Advanced Tonsillitis is a advanced presentation of tonsillitis, a ent condition."
DIS0483,Recurrent Gallstones,Digestive,Moderate,True,"Recurrent Gallstones is a recurrent presentation of gallstones, a digestive condition."
DIS0484,Severe Kidney Stones,Urological,Severe,False,"Severe Kidney Stones is a severe presentation of kidney stones, a urological condition."
DIS0485,Mild Vertigo,ENT,Moderate,False,"Mild Vertigo is a mild presentation of vertigo, a ent condition."
DIS0486,Acute Hepatitis A,Infectious,Moderate,False,"Acute Hepatitis A is a acute presentation of hepatitis a, a infectious condition."
DIS0487,Severe Fungal Skin Infection,Dermatological,Severe,False,"Severe Fungal Skin Infection is a severe presentation of fungal skin infection, a dermatological condition."
DIS0488,Early-Stage Chickenpox,Infectious,Mild,False,"Early-Stage Chickenpox is a early-stage presentation of chickenpox, a infectious condition."
DIS0489,Atypical Gastroenteritis,Digestive,Moderate,False,"Atypical Gastroenteritis is a atypical presentation of gastroenteritis, a digestive condition."
DIS0490,Severe Thrombocytopenia,Hematological,Severe,False,"Severe Thrombocytopenia is a severe presentation of thrombocytopenia, a hematological condition."
DIS0491,Advanced Cirrhosis,Digestive,Severe,True,"Advanced Cirrhosis is a advanced presentation of cirrhosis, a digestive condition."
DIS0492,Acute Irritable Bowel Syndrome,Digestive,Moderate,True,"Acute Irritable Bowel Syndrome is a acute presentation of irritable bowel syndrome, a digestive condition."
DIS0493,Early-Stage Allergic Rhinitis,Immunological,Mild,True,"Early-Stage Allergic Rhinitis is a early-stage presentation of allergic rhinitis, a immunological condition."
DIS0494,Mild Type 2 Diabetes Mellitus,Endocrine,Moderate,True,"Mild Type 2 Diabetes Mellitus is a mild presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0495,Chronic Gout,Musculoskeletal,Moderate,True,"Chronic Gout is a chronic presentation of gout, a musculoskeletal condition."
DIS0496,Chronic HIV/AIDS,Infectious,Severe,True,"Chronic HIV/AIDS is a chronic presentation of hiv/aids, a infectious condition."
DIS0497,Early-Stage Deep Vein Thrombosis,Cardiovascular,Severe,False,"Early-Stage Deep Vein Thrombosis is a early-stage presentation of deep vein thrombosis, a cardiovascular condition."
DIS0498,Acute Anemia,Hematological,Moderate,True,"Acute Anemia is a acute presentation of anemia, a hematological condition."
DIS0499,Chronic Conjunctivitis,Ophthalmological,Mild,True,"Chronic Conjunctivitis is a chronic presentation of conjunctivitis, a ophthalmological condition."
DIS0500,Acute Ulcerative Colitis,Digestive,Severe,True,"Acute Ulcerative Colitis is a acute presentation of ulcerative colitis, a digestive condition."
